Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Price EUR,Compare-at price,Cost per item,Charge tax,Tax code,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Форма (product.metafields.custom.application_form),За кого (product.metafields.custom.target_audience),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
Самбукус капки за имунитет 30мл Nature's Way,sambukus-kapki-30ml-nw-10493,"<p><strong>Марка:</strong> NATURES WAY</p> <h3>Описание</h3> <p>Самбукус капки 30 мл от черен бъз притежават мощно терапевтично действие при отслабена имунна система, вирусни и бактериални инфекции, простуда, кашлица и др. Повишава съпротивителните сили на организма и съкращава времето за възстановяване. Подобрява състоянието на дихателните пътища и облекчава симптомите при белодробни проблеми.</p> <p>Известно е още, че черният бъз е полезен за нормалното функциониране на сърдечно-съдовата система, регулира обмяната на веществата и подобрява храносмилането. Действа тонизиращо и увеличава енергията.</p> <h3>Състав</h3> <p>Съдържание 1 ml /25 капки:</p> <p>Общо въглехидрати < 1 g;</p> <p>Черен бъз /Sambucus Nigra/ BioActives® стандартизиран екстракт без разтворител (от плод) от 6.4 g висококачествени култивирани плодове, стандартизиран до флавоноиди (антоцианини) 100 mg</p> <h3>Начин на употреба</h3> <p>Препоръчителна дозировка:</p> <p>Възрастни – по 1 ml (25 капки) дневно;</p> <p>Деца – по 0,5 ml (13 капки) дневно.</p> <h3>Противопоказания</h3> <p>Продуктът е хранителна добавка. Продуктът не е заместител на пълноценното и разнообразно хранене.</p> <p>Да не се предозира.</p> <h3>Допълнителна информация</h3> <p>Производител : NATURES WAY*</p> <p>Баркод : 33674104934</p>",NATURES WAY,,Лечение и здраве,"Лечение и здраве, Детоксикация на организма и антиоксиданти, Антиоксиданти",TRUE,Active,3885,,,,,,,,,,,28.59,14.62,,,TRUE,,shopify,11,deny,30,g,TRUE,manual,https://benu.bg/media/cache/product_view_default/images/products/3885/3885.webp,1,NATURES WAY Самбукус капки за имунитет 30мл Nature's Way,,FALSE,NATURES WAY Самбукус капки за имунитет 30мл Nature's Way | ViaPharma,Купете NATURES WAY Самбукус капки за имунитет 30мл Nature's Way. Поръчайте в Лечение и здраве на ViaPharma.,,Капки,Възрастни,Health & Beauty > Health Care > Pharmacy,Unisex,adult,3885,,,new,FALSE,NATURES WAY,Лечение и здраве,,,
Самбукус сироп при грип и настинка 120мл Nature's Way,sambukus-sirop-120ml-nw,"<p><strong>Марка:</strong> NATURES WAY</p> <h3>Описание</h3> <p>Самбукус сироп е хранителна добавка под формата на сироп, която съдържа натурален екстракт от плодове на природния имуностимулатор Черен бъз, който повишава имунитета, укрепва организма и спомага за по-бързото възстановяване по време на настинка и грип.</p> <p>Притежава слабително и диуретично действие, с което подпомага организма да отстрани токсините и микрорганизмите - причинителите на инфекцията.</p> <p>Хранителната добавка повлиява благоприятно и осигурява ефективна защита на горните дихателни пътища поради високото си съдържание на витамини, особено на Витамин С, и е препоръчителна за прием през преходния есенно-зимен период, когато организмът се нуждае от най-голяма подкрепа, за да се пребори срещу вирусите и бактериите.</p> <p>Действа отхрачващо и спомага за облекчаване на упоритата кашлица, като насърчава лесното отделяне на бронхиалните секрети и допринася за изчистването на белите дробове.</p> <p>Хранителната добавка оказва благоприятно действие на сърдечно-съдовата система, тъй като има укрепващо кръвоносните съдове действие, съдейства за нормализиране нивата на холестерола и кръвното налягане.</p> <h3>Състав</h3> <p>Черен бъз BioActive стандартизиран екстракт (плод) от 6400 mg висококачествени култивирани плодовe - 100 mg( В 2к.л. (10ml)) ; 400 mg (дн. доза)</p> <h3>Начин на употреба</h3> <p>Доза и начин на приложение: За ежедневна употреба: възрастни – 2 ч.л. (10 ml) дневно, деца – 1 ч.л. (5 ml) дневно</p> <p>За интензивна употреба: възрастни – 2 ч.л. (10 ml) 4 пъти дневно; деца – 1 ч.л. (5 ml) 4 пъти дневно.</p> <h3>Противопоказания</h3> <p>Да не се използва като заместител на разнообразното и пълноценно хранене.</p> <p>Да не се превишава препоръчителната дневна доза.</p> <p>Продуктът не е лекарство, а хранителна добавка.</p> <h3>Допълнителна информация</h3> <p>Производител : NATURES WAY*</p> <p>Баркод : 33674069707</p>",NATURES WAY,,Лечение и здраве,"Лечение и здраве, Имунна система, Имуностимуланти за възрастни",TRUE,Active,3812,,,,,,,,,,,20.28,10.37,,,TRUE,,shopify,11,deny,120,g,TRUE,manual,https://benu.bg/media/cache/product_view_default/images/products/3812/3812.webp,1,NATURES WAY Самбукус сироп при грип и настинка 120мл Nature's Way,,FALSE,Самбукус сироп при грип и настинка 120мл Nature's Way | ViaPharma,Купете NATURES WAY Самбукус сироп при грип и настинка 120мл Nature's Way. Поръчайте в Лечение и здраве на ViaPharma.,,Сироп,Възрастни,Health & Beauty > Health Care > Pharmacy,Unisex,adult,3812,,,new,FALSE,NATURES WAY,Лечение и здраве,,,
Самбукус сироп при грип и настинка 240мл Nature's Way,sambukus-sirop-240ml-nw,"<p><strong>Марка:</strong> NATURES WAY</p> <h3>Описание</h3> <p>Самбукус сироп представлява хранителна добавка, богат източник на флавоноиди за укрепване на имунитета и поддържане на жизнения тонус.</p> <p>Той съдържа чист екстракт, получен от плодове на култивиран черен бъз – растение, чиито лечебни ползи при обикновена настинка, грип, бактериални и вирусни инфекции, кашлица, проблеми със синусите и други, са добре проучени. Продуктът проявява силно противовъзпалително и антиоксидантно действие, и допринася за възстановяването на естествените защитни сили. Насърчава диурезата и има потогонен и слабителен ефект, благодарение на което организма се освобождава от отровите, а нивата на енергия се повишават.</p> <p>Ако се приема още през първите 24 до 48 часа след първите симптоми, сиропът значително помага за ускоряване на възстановяването при грип и настинка.</p> <h3>Състав</h3> <p>Съдържание в 10 мл: Черен бъз /Sambucus nigra L./ BioActive стандартизиран екстракт (плод) от 6400 mg висококачествени култивирани плодовe - 100 мг</p> <h3>Начин на употреба</h3> <p>Доза и начин на приложение:</p> <p>За ежедневна употреба:</p> <p>Възрастни по 2 ч.л. (10 мл) дневно</p> <p>Деца по 1 ч.л. (5 мл) дневно.</p> <p>За интензивна употреба:</p> <p>Възрастни по 2 ч.л. (10 мл) 4 пъти дневно</p> <p>Деца по 1 ч.л. (5 мл) 4 пъти дневно.</p> <h3>Противопоказания</h3> <p>Преди употреба, консултирайте се с лекар, ако сте бременна или кърмите.</p> <p>Да не се използва като заместител на разнообразното и пълноценно хранене.</p> <p>Да не се превишава препоръчителната дневна доза.</p> <h3>Допълнителна информация</h3> <p>Производител : NATURES WAY*</p> <p>Баркод : 33674153321</p>",NATURES WAY,,Лечение и здраве,"Лечение и здраве, Имунна система, Имуностимуланти за възрастни",TRUE,Active,3826,,,,,,,,,,,31.90,16.31,,,TRUE,,shopify,11,deny,240,g,TRUE,manual,https://benu.bg/media/cache/product_view_default/images/products/3826/3826.webp,1,NATURES WAY Самбукус сироп при грип и настинка 240мл Nature's Way,,FALSE,Самбукус сироп при грип и настинка 240мл Nature's Way | ViaPharma,Купете NATURES WAY Самбукус сироп при грип и настинка 240мл Nature's Way. Поръчайте в Лечение и здраве на ViaPharma.,,Сироп,Възрастни,Health & Beauty > Health Care > Pharmacy,Unisex,adult,3826,,,new,FALSE,NATURES WAY,Лечение и здраве,,,
Самбукус сироп без захар за имунитет 120мл Nature's Way,sambukus-sirop-bez-zahar-120ml-nw-6971,"<p><strong>Марка:</strong> NATURES WAY</p> <h3>Описание</h3> <p>Самбукус сироп без захар от черен бъз притежават мощно терапевтично действие при отслабена имунна система, вирусни и бактериални инфекции, простуда, кашлица и др. Повишава съпротивителните сили на организма и съкращава времето за възстановяване. Подобрява състоянието на дихателните пътища и облекчава симптомите при белодробни проблеми.</p> <p>Известно е още, че черният бъз е полезен за нормалното функциониране на сърдечно-съдовата система, регулира обмяната на веществата и подобрява храносмилането. Действа тонизиращо и увеличава енергията.</p> <h3>Състав</h3> <p>Съдържание в 10 мл: Черен бъз стандартизиран екстракт (плод) от 6400 mg висококачествени култивирани плодове - 100 mg; Въглехидрати - 8 g; Калории - 20.</p> <h3>Начин на употреба</h3> <p>Препоръчителна дозировка:</p> <p>За интензивна употреба:</p> <p>Възрастни: 10 мл 4 пъти на ден;</p> <p>Деца: 5 мл 4 пъти на ден.</p> <p>За ежедневна употреба:</p> <p>Възрастни: 10 мл на ден;</p> <p>Деца: 5 мл на ден.</p> <h3>Противопоказания</h3> <p>Продуктът е хранителна добавка. Продуктът не е заместител на пълноценното и разнообразно хранене.</p> <p>Да не се предозира.</p> <h3>Допълнителна информация</h3> <p>Производител : NATURES WAY*</p> <p>Баркод : 33674069714</p>",NATURES WAY,,Лечение и здраве,"Лечение и здраве, Детоксикация на организма и антиоксиданти, Антиоксиданти",TRUE,Active,3886,,,,,,,,,,,20.28,10.37,,,TRUE,,shopify,11,deny,120,g,TRUE,manual,https://benu.bg/media/cache/product_view_default/images/products/3886/3886.webp,1,NATURES WAY Самбукус сироп без захар за имунитет 120мл Nature's Way,,FALSE,Самбукус сироп без захар за имунитет 120мл Nature's Way | ViaPharma,Купете NATURES WAY Самбукус сироп без захар за имунитет 120мл Nature's Way. Поръчайте в Лечение и здраве на ViaPharma.,,Сироп,Възрастни,Health & Beauty > Health Care > Pharmacy,Unisex,adult,3886,,,new,FALSE,NATURES WAY,Лечение и здраве,,,
Самбукус таблетки за смучене за имунитет 200мг х30 Nature's Way,sambukus-tabletki-za-smucene-200mg-h-30-nw-14001,"<p><strong>Марка:</strong> NATURES WAY</p> <h3>Описание</h3> <p>Самбукус таблетки за смучене 200 мг е мощен природен имуномодулатор със силно тонизиращо действие. Освен че допринася за възстановяване на естествените защити на организма, спомага и за увеличаване на енергията и жизнеността при отпадналост в резултат от настинка или грип. Екстрактът в Самбукус е богат на различни флавоноиди, като флавони, флавонони, изофлавони, както и антоцианини, чиито мощен антиоксидантен ефект е доказан при редица изследвания. Има мощни противовирусни и антибактериални свойства, и допринася за ефективното противодействие срещу различни патогени и алергени. Помага на имунната система да разпознае и елиминира инфекциозните агенти, като вируси, бактерии или паразити. Спомага за намаляване продължителността и тежестта на симптомите при настинка или грип, включително хрема, болки в гърлото, кашлица, втрисане, повишена температура и др.</p> <h3>Състав</h3> <p>Съставки: В 1 таблетка:</p> <p>Черен бъз /Sambucus nigra L./ 100 mg;</p> <p>BioActive стандартизиран екстракт (плод) от 6400 mg висококачествени култивирани плодовe;</p> <p>Витамин С (аскорбинова киселина) 100 mg ;</p> <p>Въглехидрати < 1 g;</p> <p>Общо захари < 1 g;</p> <p>Включитерещ (като гореща напитка).</p> <h3>Начин на употреба</h3> <p>Препоръчителна дозировка:</p> <p>За ежедневна употреба:</p> <p>възрастни – по 1 табл. 1 - 2 пъти дневно</p> <p>деца – 1 табл. дневно.</p> <p>За интензивна употреба:</p> <p>възрастни – по 2 табл. 2 пъти дневно</p> <p>деца – 1 табл. 2 пъти дневно.</p> <h3>Противопоказания</h3> <p>Продуктът е хранителна добавка. Продуктът не е заместител на пълноценното и разнообразно хранене.</p> <p>Да не се предозира.</p> <h3>Допълнителна информация</h3> <p>Производител : NATURES WAY*</p> <p>Баркод : 33674140017</p>",NATURES WAY,,Лечение и здраве,"Лечение и здраве, Детоксикация на организма и антиоксиданти, Антиоксиданти",TRUE,Active,3884,,,,,,,,,,,32.00,16.36,,,TRUE,,shopify,11,deny,,,TRUE,manual,https://benu.bg/media/cache/product_view_default/images/products/3884/3884.webp,1,NATURES WAY Самбукус таблетки за смучене за имунитет 200мг х30 Nature's Way,,FALSE,Самбукус таблетки за смучене за имунитет 200мг х30 Natu... | ViaPharma,Купете NATURES WAY Самбукус таблетки за смучене за имунитет 200мг х30 Nature's Way. Поръчайте в Лечение и здраве на ViaPharma.,,Таблетки,Възрастни,Health & Beauty > Health Care > Pharmacy,Unisex,adult,3884,,,new,FALSE,NATURES WAY,Лечение и здраве,,,
Самбукус за деца дъвчащи таблетки за имунитет х40,sambukus-za-deca-d-vcasi-tabletki-h-40,"<p><strong>Марка:</strong> NATURES WAY</p> <h3>Описание</h3> <p>Самбукус за деца дъвчащи таблетки представлява специализиран висококачествен продукт под формата на дъвчащи таблетки с приятен вкус, фокусиран изцяло върху специфичните нужди на децата. Поддържа здравето и оптималното функциониране на дихателната система, повишава жизнеността и укрепва имунитета.</p> <p>Приложение: допринася за поддържане защитните сили на организма при децата, влияе благоприятно върху функцията на имунната и дихателната система.</p> <h3>Състав</h3> <p>Съдържание: Стандартизиран екстракт от Черен бъз BioActive от 1600 mg висококачествени култивирани плодове - 25 мг, Витамин С (аскорбинова киселина) - 30 мг, Цинк (аскорбат) - 1.1 мг.</p> <h3>Начин на употреба</h3> <p>Доза и начин на приложение: За деца от 2 до 4 годишна възраст: Да се сдъвква по 1 таблетка дневно</p> <p>За деца над 4 годишна възраст: Да се сдъвкват по 2 таблетки дневно.</p> <h3>Противопоказания</h3> <p>При бременност и кърмене се консултирайте с лекар преди употреба.</p> <p>Не се препоръчва за деца под 2 годишна възраст поради опасност от задавяне!</p> <p>Да не се използва като заместител на разнообразното и пълноценно хранене.</p> <p>Да не се превишава препоръчителната дневна доза.</p> <h3>Допълнителна информация</h3> <p>Производител : NATURES WAY*</p> <p>Баркод : 033674129616</p>",NATURES WAY,,Майка и дете,"Майка и дете, Детско здраве, Имуностимуланти за деца",TRUE,Active,3840,033674129616,,,,,,,,,,24.49,12.52,,,TRUE,,shopify,11,deny,,,TRUE,manual,https://benu.bg/media/cache/product_view_default/images/products/3840/3840.webp,1,NATURES WAY Самбукус за деца дъвчащи таблетки за имунитет х40,,FALSE,Самбукус за деца дъвчащи таблетки за имунитет х40 | ViaPharma,Купете NATURES WAY Самбукус за деца дъвчащи таблетки за имунитет х40. Поръчайте в Майка и дете на ViaPharma.,,Таблетки,Деца,Baby & Toddler,Unisex,kids,3840,,,new,FALSE,NATURES WAY,Майка и дете,,,
Самбукус за деца /органик /сироп за силен имунитет 120мл Nature's Way,sambukus-za-deca-organik-sirop-120ml-nw,"<p><strong>Марка:</strong> NATURES WAY</p> <h3>Описание</h3> <p>Самбукус Органик представлява специална формула от органик черен бъз, която благоприятства повишаването на защитните сили на организма на децата. Сиропът допринася за нормалната функция на детската дихателна и имунна система. Той спомага за по-лекото и бързо протичане на простудните заболявания. Самбукус Органик сироп за деца от черен бъз е мощен антиоксидант, който действа слабително, диуретично и спомага за понижаване на високата температура.</p> <h3>Състав</h3> <p>Съдържание в 10 мл сироп:</p> <p>• черен бъз- 50 мг</p> <p>• въглехидрати- 9 г</p> <p>• общо захари- 8г</p> <h3>Начин на употреба</h3> <p>Препоръчителна дозировка:</p> <p>За ежедневна употреба:</p> <p>Деца от 1 до 6 години: по 1 ч. л. (5 мл) дневно;</p> <p>Деца от 7 до 12 години: по 2 ч. л. (10 мл) дневно.</p> <p>За интензивна употреба:</p> <p>Деца от 1 до 6 години: по 1 до 2 ч. л. (5 мл - 10 мл) 2 пъти дневно;</p> <p>Деца от 7 до 12 години: от 2 до 3 ч. л. (10 мл - 15 мл) 2 пъти дневно.</p> <h3>Противопоказания</h3> <p>Продуктът не е заместител на пълноценното и разнообразно хранене.</p> <p>Да се спазва препоръчваната дневна дозировка.</p> <h3>Допълнителна информация</h3> <p>Производител : NATURES WAY*</p> <p>Баркод : 033674157978</p>",NATURES WAY,,Майка и дете,"Майка и дете, Детско здраве, Имуностимуланти за деца",TRUE,Active,930,033674157978,,,,,,,,,,21.40,10.94,,,TRUE,,shopify,11,deny,120,g,TRUE,manual,https://benu.bg/media/cache/product_view_default/images/products/930/930.webp,1,NATURES WAY Самбукус за деца /органик /сироп за силен имунитет 120мл Nature's Way,,FALSE,Самбукус за деца /органик /сироп за силен имунитет 120м... | ViaPharma,Купете NATURES WAY Самбукус за деца /органик /сироп за силен имунитет 120мл Nature's Way. Поръчайте в Майка и дете на ViaPharma.,,Сироп,Деца,Baby & Toddler,Unisex,kids,930,,,new,FALSE,NATURES WAY,Майка и дете,,,
Самбукус за деца желирани таблетки за силен имунитет 25мг х60 Nature's Way,sambukus-za-deca-zelirani-tabletki-25mg-h-60-nw-12285,"<p><strong>Марка:</strong> NATURES WAY</p> <h3>Описание</h3> <p>Самбукус за деца е хранителна добавка, съдържаща богата концентрация от черен бъз - Sambucus Nigra, в комбинация с витамин C, цинк и натрий. Продуктът действа като естествен имуностимулатор с мощно тонизиращо действие. Той помага за намаляване на риска от развитие на възпалителни процеси, простуда и грип. Може да се прилага както с превантивна цел, така и за облекчаване на възникнали вече симптоми.</p> <p>Продуктът Самбукус за деца е с приятен вкус и лесен за прием, под формата на желирани таблетки. Използвани са само естествени подсладители- сироп от Тапиока органик, захарна тръстика.</p> <h3>Състав</h3> <p>Съдържание в 1 таблетка:</p> <p>екстракт от черен бъз- 25 mg</p> <p>вит. C- 30 mg</p> <p>цинк- 1.1 mg</p> <p>натрий - 5 mg</p> <h3>Начин на употреба</h3> <p>Препоръчителна дозировка:</p> <p>Деца над 4 години: по 2 желирани таблетки на ден.</p> <p>Продуктът не е предназначен за деца под 2-годишна възраст, поради опасност от задавяне.</p> <h3>Противопоказания</h3> <p>Да не се надвишава препоръчваната дневна доза.</p> <p>Да не се използва като заместител на разнообразното и пълноценно хранене.</p> <h3>Допълнителна информация</h3> <p>Производител : NATURES WAY*</p> <p>Баркод : 33674122853</p>",NATURES WAY,,Майка и дете,"Майка и дете, Детско здраве, Имуностимуланти за деца",TRUE,Active,939,,,,,,,,,,,38.78,19.83,,,TRUE,,shopify,11,deny,,,TRUE,manual,https://benu.bg/media/cache/product_view_default/images/products/939/939.webp,1,NATURES WAY Самбукус за деца желирани таблетки за силен имунитет 25мг х60 Nature's Way,,FALSE,Самбукус за деца желирани таблетки за силен имунитет 25... | ViaPharma,Купете NATURES WAY Самбукус за деца желирани таблетки за силен имунитет 25мг х60 Nature's Way. Поръчайте в Майка и дете на ViaPharma.,,Таблетки,Деца,Baby & Toddler,Unisex,kids,939,,,new,FALSE,NATURES WAY,Майка и дете,,,
Самбукус желирани таблетки за имунитет 25мг х60 Nature's Way,sambukus-zelirani-tabletki-25mg-h-60-nw-10486,"<p><strong>Марка:</strong> NATURES WAY</p> <h3>Описание</h3> <p>Самбукус желирани табл. 25 МГ от черен бъз притежават мощно терапевтично действие при отслабена имунна система, вирусни и бактериални инфекции, простуда, кашлица и др. Повишава съпротивителните сили на организма и съкращава времето за възстановяване. Подобрява състоянието на дихателните пътища и облекчава симптомите при белодробни проблеми.</p> <p>Известно е още, че черният бъз е полезен за нормалното функциониране на сърдечно-съдовата система, регулира обмяната на веществата и подобрява храносмилането. Действа тонизиращо и увеличава енергията.</p> <h3>Състав</h3> <p>Съставки: В 1 табл.:</p> <p>Калории 7.5;</p> <p>Общо въглехидрати 2 g;</p> <p>от които захари: 1.5 g;</p> <p>Черен бъз /Sambucus Nigra/ 25 mg .</p> <h3>Начин на употреба</h3> <p>Препоръчителна дозировка:</p> <p>За възрастни и деца над 4 години: да се сдъвкват по 2 желирани таблетки дневно</p> <h3>Противопоказания</h3> <p>Продуктът е хранителна добавка. Продуктът не е заместител на пълноценното и разнообразно хранене.</p> <p>Да не се предозира.</p> <h3>Допълнителна информация</h3> <p>Производител : NATURES WAY*</p> <p>Баркод : 33674104866</p>",NATURES WAY,,Лечение и здраве,"Лечение и здраве, Детоксикация на организма и антиоксиданти, Антиоксиданти",TRUE,Active,3887,,,,,,,,,,,35.99,18.40,,,TRUE,,shopify,11,deny,,,TRUE,manual,https://benu.bg/media/cache/product_view_default/images/products/3887/3887.webp,1,NATURES WAY Самбукус желирани таблетки за имунитет 25мг х60 Nature's Way,,FALSE,Самбукус желирани таблетки за имунитет 25мг х60 Nature'... | ViaPharma,Купете NATURES WAY Самбукус желирани таблетки за имунитет 25мг х60 Nature's Way. Самбукус желирани табл. Поръчайте в Лечение и здраве на ViaPharma.,,Таблетки,Възрастни,Health & Beauty > Health Care > Pharmacy,Unisex,adult,3887,,,new,FALSE,NATURES WAY,Лечение и здраве,,,
Снип колд & Флу таблетки за облекчаване симптоми на грип и настинка х20,snip-kold-flu-tabletki-za-oblekcavane-simptomi-na-grip-i-nastinka-h20,"<p><strong>Марка:</strong> MEDOCHEMIE LTD</p> <h3>Описание</h3> <p>В помощ при настинка и грип</p> <p>Действа обезболяващо, намалява температурата</p> <p>Облекчава симптоми на хрема и запушен нос</p> <h3>Състав</h3> <p>Парацетамол 325 mg</p> <p>Псевдоефедринов хидрохлорид 15 mg</p> <p>Хлорфенаминов малеат 1 mg</p> <h3>Начин на употреба</h3> <p>Препоръчителна дозировка:</p> <p>Възрастни:</p> <p>Препоръчителната доза е 1-2 таблетки на 6 часа, ако се налага максимално до 6 таблетки дневно.</p> <p>Употреба при деца и юноши:</p> <p>Юноши (над 12-годишна възраст):</p> <p>Препоръчителната доза е 1 таблетка на 6 часа, ако се налага максимално до б таблетки дневно.</p> <p>Деца 6 - 11-годишна възраст:</p> <p>Препоръчителната доза е 1 таблетка на 6 часа без да се превишава дозата от 3 таблетки дневно.</p> <p>Деца под 6-годишна възраст:</p> <p>Не се препоръчва.</p> <p>Старческа възраст:</p> <p>Препоръчва се намаляване на дозата.</p> <h3>Противопоказания</h3> <p>Чернодробна и бъбречна недостатъчност:</p> <p>Необходимо е намаляване на общата дневна доза.</p> <p>Да се съхранява при темература под 25 ° C</p> <p>Да се съхранява на място, недостъпно за деца.</p> <p>Да не се използва след срока на годност.</p> <h3>Допълнителна информация</h3> <p>Производител : MEDOCHEMIE*</p> <p>Баркод : 5290931002647</p>",MEDOCHEMIE LTD,,Лечение и здраве,"Лечение и здраве, Грип и настинка, Висока температура",TRUE,Active,9333,5290931002647,,,,,,,,,,14.59,7.46,,,TRUE,,shopify,11,deny,,,TRUE,manual,https://benu.bg/media/cache/product_view_default/images/products/9333/9333.webp,1,MEDOCHEMIE LTD Снип колд & Флу таблетки за облекчаване симптоми на грип и настинка х20,,FALSE,Снип колд & Флу таблетки за облекчаване симптоми на гри... | ViaPharma,Купете MEDOCHEMIE LTD Снип колд & Флу таблетки за облекчаване симптоми на грип и настинка х20. Поръчайте в Лечение и здраве на ViaPharma.,,Таблетки,Възрастни,Health & Beauty > Health Care > Pharmacy,Unisex,adult,9333,,,new,FALSE,MEDOCHEMIE LTD,Лечение и здраве,,,
Стодалино сироп за суха и влажна кашлица 200мл Boiron,stodal-sirop-200ml,"<p><strong>Марка:</strong> BOIRON</p> <h3>Описание</h3> <p>Стодалино сироп е хомеопатичен лекарствен продукт, използван за симптоматично лечение на кашлица от различен произход.</p> <h3>Състав</h3> <p>100г сироп съдържа:</p> <p>Anemone pulsatilla 6 CH - 0.95 g</p> <p>Rumeк crispus 6 CH - 0.95 g</p> <p>Bryoпia 3 CH - 0.95 g</p> <p>lpecacuanha 3 CH - 0.95 g</p> <p>Spongia tosta 3 CH - 0.95 g</p> <p>Sticta pulmonarla 3 CH - 0.95 g</p> <p>Antirnoniurn tartaricum 6 CH - 0.95 g</p> <p>Myocarde 6 CH - 0.95 g</p> <p>Coccus cacti 3 CH - 0.95 g</p> <p>Drosera TM - 0.95g</p> <h3>Начин на употреба</h3> <p>- Възрастни и деца над 12 години: Една доза от 15 ml измерена с помощта на мерителната чашка, 3 до 5 пъти на ден.</p> <p>- Деца от 2 до 12 години: Една доза от 5 ml измерена с помощта на мерителната чашка, 3 пъти на ден.</p> <p>- Деца под 2 години: Една доза от 5 m1 измерена с помощта на меригелната чашка, 3 пъти на ден.</p> <p>За да се приложи, сиропът трябва да се разреди в малко количество течност.</p> <h3>Противопоказания</h3> <p>Ако Вашият лекар Ви е казал, че имате непоносимост към някои захари» свържете се с него, преди да приемете този лекарствен продукт.</p> <p>Съдържа 11,1 g захароза на 15 ml и 3,7 g на 5 ml. Това трябва да се има предвид при пациенти със захарен диабет.</p> <p>Това лекарство съдържа 66 mg или 198 mg алкохол (етанол) във всяка доза от 5 ml или 15 ml съответно еквивалентни на 1,67 % V/V. Количеството в 5 ml от това лекарство е еквивалентно на по-малко от 2 ml бира или 1 ml вино. Количеството в 15 ml от това лекарство е еквивалентно на по-малко от 5 ml бира или 2 ml вино.</p> <p>Малкото количество алкохол в това лекарство (по-малко от 100 mg в доза от 5 ml) няма да има някакви забележими ефекти.</p> <p>Това лекарство съдържа 5,4 mg или 16,1 mg бензоена киселина във всяка доза от 5 ml или 15 ml съответно еквивалентни на 1,07 mg/mL</p> <p>Бензоената киселина може да засили симптомите на жълтеница (пожълтяване на кожата и очите) при новородените (на възраст до 4 седмици).</p> <h3>Допълнителна информация</h3> <p>Производител : BOIRON*</p> <p>Баркод : 3352712007677</p>",BOIRON,,Лечение и здраве,"Лечение и здраве, Хомеопатия, Комплексна хомеопатия",TRUE,Active,3488,3352712007677,,,,,,,,,,14.08,7.20,,,TRUE,,shopify,11,deny,200,g,TRUE,manual,https://benu.bg/media/cache/product_view_default/images/products/3488/3488.webp,1,BOIRON Стодалино сироп за суха и влажна кашлица 200мл  Boiron - Снимка 1 от 4,,FALSE,Стодалино сироп за суха и влажна кашлица 200мл Boiron | ViaPharma,Купете BOIRON Стодалино сироп за суха и влажна кашлица 200мл Boiron. Поръчайте в Лечение и здраве на ViaPharma.,,Сироп,Възрастни,Health & Beauty > Health Care > Pharmacy,Unisex,adult,3488,,,new,FALSE,BOIRON,Лечение и здраве,,,
